NR band;Alias;Mode;DeltaF;Step;F dl_low (MHz);F dl_high (MHz);N dl low;N dl high;F ul_low (MHz);F ul_high (MHz);N ul low;N ul high;Arfcn range;Bandwidth (MHz);Duplex spacing (MHz);3GPP Release
n258;26 GHz;TDD;60;1;24250;27500;2016667;2070832;24250;27500;2016667;2070832;54165;3250;;15.1;60;50;100;200;;120;50;100;200;400;
n258;26 GHz;TDD;120;2;24250;27500;2016667;2070831;24250;27500;2016667;2070831;54164;3250;;15.1;60;50;100;200;;120;50;100;200;400;
n259;41 GHz;TDD;60;1;39500;43500;2270832;2337499;39500;43500;2270832;2337499;66667;4000;;16.4;60;50;100;200;;120;50;100;200;400;
n259;41 GHz;TDD;120;2;39500;43500;2270832;2337499;39500;43500;2270832;2337499;66667;4000;;16.4;60;50;100;200;;120;50;100;200;400;
n260;39 GHz;TDD;60;1;37000;40000;2229166;2279165;37000;40000;2229166;2279165;49999;3000;;15.1;60;50;100;200;;120;50;100;200;400;
n260;39 GHz;TDD;120;2;37000;40000;2229167;2279165;37000;40000;2229167;2279165;49998;3000;;15.1;60;50;100;200;;120;50;100;200;400;
n261;28 GHz US;TDD;60;1;27500;28350;2070833;2084999;27500;28350;2070833;2084999;14166;850;;15.2;60;50;100;200;;120;50;100;200;400;
n261;28 GHz US;TDD;120;2;27500;28350;2070833;2084999;27500;28350;2070833;2084999;14166;850;;15.2;60;50;100;200;;120;50;100;200;400;
n262;48 GHz;TDD;60;1;47200;48200;2399166;2415832;47200;48200;2399166;2415832;16666;1000;;17.2;60;50;100;200;;120;50;100;200;400;
n262;48 GHz;TDD;120;2;47200;48200;2399167;2415831;47200;48200;2399167;2415831;16664;1000;;17.2;60;50;100;200;;120;50;100;200;400;
